OBJECTID,Entity,Layer,Color,Linetype,Elevation,LineWt,RefName,Shape_Leng,Shape_Area,Name,Gazette_Ty,Gazette_No,LGA,LCDA,Size,Date_1,Hyperlink,Shape_Le_1,Gazette__1
4243,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3905999977,117.629587948,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4244,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3908000011,117.630693206,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4245,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3905999996,117.629587958,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4246,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3903999999,117.628523669,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4247,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3905999996,117.629587958,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4248,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3903999962,117.628523649,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4249,LWPolyline,Blocks,1,Continuous,0.0,25,,113.731735864,787.499065743,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4250,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3905999996,117.629587958,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4251,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3906000014,117.629587968,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4252,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3908000011,117.630693206,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4253,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3906000014,117.629587968,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4254,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3905999959,117.629587938,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4255,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3903999962,117.628523649,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4256,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3904000018,117.62852368,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4257,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3904000018,117.62852368,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4258,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3906000014,117.629587968,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4259,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3908000011,117.630693206,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4260,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3905999977,117.629587948,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4261,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3908000011,117.630693206,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4262,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3907999992,117.630693196,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4263,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3907999974,117.630693186,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4264,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3904000018,117.62852368,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4265,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3906000014,117.629587968,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4266,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3906000014,117.629587968,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4267,LWPolyline,Blocks,-2,Continuous,0.0,25,,43.3906000014,117.629587968,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4268,LWPolyline,Blocks,7,Continuous,0.0,25,,124.894638618,824.103594303,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4269,LWPolyline,0,1,Continuous,0.0,25,,9573.95089548,3864002.48945,Royal Palm Mixed Development Scheme,Scheme,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4280,LWPolyline,ethanol project,1,Continuous,0.0,60,,9252.05622727,3499948.05766,MowoMixed Development Scheme (A),Scheme,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4281,LWPolyline,ethanol project,1,Continuous,0.0,53,,5407.3836382,1513446.04234,"Zoological Garden, AraromiI-Ale",Allocation,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4282,LWPolyline,GARMIN,1,Continuous,0.0,25,,127.70735509,1014.87470201,,,,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4285,LWPolyline,TABLE,-2,Continuous,0.0,25,,714.043681568,4.54747350886e-13,,,,Ojo,Oto-Awori,0.0,1994/10/27,,0.0,
4286,LWPolyline,TABLE,3,Continuous,0.0,25,,3444.67252632,566280.068727,AOCOED Left (A),Allocation,,Ojo,Oto-Awori,0.0,1994/10/27,,0.0,
4287,LWPolyline,TABLE,1,Continuous,0.0,25,,2970.55483145,435422.87249,AOCOED Left (B),Allocation,,Ojo,Oto-Awori,0.0,1994/10/27,,0.0,
4288,LWPolyline,Village Excision,4,Continuous,0.0,25,,1565.74883887,139778.292409,Araromi-Ale Village,Allocation,"Gaz No. 31, Vol. 31",Badagry,Olorunda,0.0,1994/10/27,,0.0,
4289,LWPolyline,0,1,Continuous,0.0,25,,1807.46186315,117304.76741,,,,Ojo,Ojo,0.0,1994/10/27,,0.0,
4290,LWPolyline,0,1,Continuous,0.0,25,,2434.89318759,158331.446084,,,,Ojo,Ojo,0.0,1994/10/27,,0.0,
4291,LWPolyline,GARMIN,4,Continuous,0.0,25,,3413.44024318,552910.41065,OKO- AFO  Village  Excision  ( Parcel A ),Excision,Gaz No. 38 Vol. 27,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4293,LWPolyline,0,2,Continuous,0.0,25,,32300.8282427,46218991.3417,Ologe Forest Reserve,Allocation,PLAN NO: LS/D/BG 186,Badagry,Olorunda,0.0,1994/10/27,,0.0,
4294,LWPolyline,GARMIN,3,Continuous,0.0,25,,6697.46549786,1634091.67628,"ATLANTIC SHRIMPERS LIMITED 
KIRIKIRI",,,Ojo,Ojo,0.0,1994/10/27,,0.0,
4295,LWPolyline,BRG & DIST,2,Continuous,0.0,30,,3197.03991534,541420.667411,Judgement of OshukuFamily Land,Allocation,PLAN NO  HC/1332/A030/2004/LA,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4296,LWPolyline,Transportation_Road,2,Continuous,0.0,25,,2833.98238254,311898.0,,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4297,LWPolyline,TABLE,1,Continuous,0.0,25,,2970.55483145,435422.87249,,,,Ojo,Oto-Awori,0.0,2020/08/25,,0.0,
4299,LWPolyline,Boundary,1,Continuous,0.0,25,,8048.04861322,1715439.17162,SunnyField Residential Scheme Phase 1,Scheme,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4300,LWPolyline,Parcel_LBLS,7,Continuous,0.0,25,,45680.5616282,49935060.118,,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4301,LWPolyline,0,1,Continuous,0.0,25,,53403.6667482,12260813.0966,,,,Ojo,Ojo,0.0,2020/08/25,,0.0,
4303,LWPolyline,LEGEND,7,Continuous,0.0,25,,13871.6628865,3624693.51297,Government  Land Allocation  (B),Allocation,,Ojo,Ojo,0.0,2020/08/25,,0.0,
4304,LWPolyline,0,7,Continuous,0.0,25,,1386.72003712,98546.888069,AgeMowoGovernment Allocation Sub-Division (A),Allocation,PLAN NO  LS/D/BG540,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4305,LWPolyline,0,7,Continuous,0.0,25,,1663.66875776,150359.490174,Parcel B,Allocation,PLAN NO  LS/D/BG540,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4306,LWPolyline,0,7,Continuous,0.0,25,,1775.03147246,166421.9348,Parcel C,Allocation,PLAN NO  LS/D/BG540,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4307,LWPolyline,churchgate,3,Continuous,0.0,25,,1038.13787979,44354.2026597,Church Gate,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4308,LWPolyline,ologe,7,Continuous,0.0,25,,701.646740158,29572.2720317,,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4309,LWPolyline,Block_No,1,Continuous,0.0,25,,719.264028021,22017.4713677,Block 50,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4310,LWPolyline,Block_No,1,Continuous,0.0,25,,825.680490625,32002.5049536,Block 48,Scheme,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4311,LWPolyline,Block_No,1,Continuous,0.0,25,,685.726117741,21625.8333671,Block 43,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4312,LWPolyline,Block_No,1,Continuous,0.0,25,,413.20374521,7673.29162662,Block 51,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4313,LWPolyline,Block_No,1,Continuous,0.0,25,,323.219292489,6764.68098945,Block 52,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4314,LWPolyline,0,240,Continuous,0.0,25,,270.872712298,4744.12354659,Block 52,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4315,LWPolyline,0,240,Continuous,0.0,25,,355.994808918,7652.27454562,Block 52,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4316,LWPolyline,stateboundary,1,Continuous,0.0,25,,7169.39887256,1813033.29755,,,PLAN NO  LS/D/BG692,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4317,LWPolyline,ROADS,7,Continuous,0.0,25,,2217.56902701,193797.254023,Built-Up Area,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4318,LWPolyline,0,7,Continuous,0.0,25,,1417.60854855,109629.82525,Built-Up Area,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4319,LWPolyline,Block_No,1,Continuous,0.0,25,,712.624424579,20809.5429297,Block 15,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4320,LWPolyline,0,7,Continuous,0.0,25,,455.898427942,11462.2867899,,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4321,LWPolyline,Block_No,1,Continuous,0.0,25,,1256.04653344,41642.8609315,Block 20,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4322,LWPolyline,Block_No,1,Continuous,0.0,25,,737.230819816,22711.191435,Block 22,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4323,LWPolyline,Block_No,1,Continuous,0.0,25,,451.177471574,12771.4685199,Block 32,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4324,LWPolyline,Block_No,1,Continuous,0.0,25,,441.188810847,13287.9345049,Block 19,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4325,LWPolyline,Block_No,1,Continuous,0.0,25,,337.516783844,7718.90934542,Block 18,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4326,LWPolyline,Block_No,1,Continuous,0.0,25,,847.307325964,19079.2380888,Block 17,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4327,LWPolyline,Block_No,1,Continuous,0.0,25,,724.575172247,24076.5590527,Block 16,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4328,LWPolyline,Block_No,1,Continuous,0.0,25,,891.483908364,29676.1746618,Block 31,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4329,LWPolyline,Block_No,1,Continuous,0.0,25,,797.47480996,18984.0252787,Block 30,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4331,LWPolyline,ethanol project,1,Continuous,0.0,60,,2887.48020816,519399.845142,MowoMixed Development Scheme (E),Scheme,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4332,LWPolyline,GARMIN,2,Continuous,0.0,25,,1294.62323788,103472.163789,AraromiiI-IlogboSecondary  School,Allocation,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4333,LWPolyline,Block_No,1,Continuous,0.0,25,,700.252311602,18178.568904,Block 46,Scheme,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4334,LWPolyline,ROADS,7,Continuous,0.0,25,,173.953731028,1436.11750353,Metro Company,,,Badagry,Olorunda,0.0,2020/08/25,,0.0,
4335,LWPolyline,ologe,7,Continuous,0.0,25,,229.347350896,3244.50210883,,,,,,0.0,2020/08/25,,0.0,
4336,LWPolyline,Village Excision,4,Continuous,0.0,25,,3397.0453481,380415.892162,GBANKO Village  Excision,Excision,"GAZ  NO.38,VOL.27",Badagry,Olorunda,0.0,2020/08/25,,0.0,
4340,LWPolyline,Village Excision,4,Continuous,0.0,25,,3018.14317232,400836.282546,Oto-AWORI Village,Excision,"Gaz No. 9, Vol. 29",Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4341,LWPolyline,Village Excision,4,Continuous,0.0,25,,4241.16761207,786433.577128,KETU IJANIKIN Village,Excision,"Gaz No. 35, Vol. 28",Ojo,Oto-Awori,0.0,1995/09/14,,0.0,
4342,LWPolyline,Village Excision,4,Continuous,0.0,25,,2815.7461625,379881.814081,ILEMBA AWORI Village Excision,Excision,"GAZ NO.38,VOL.27",Ojo,Oto-Awori,0.0,1994/10/27,,0.0,
4343,LWPolyline,Village Excision,4,Continuous,0.0,25,,2300.94432155,223906.741705,"ILEMBA HAUSA 
Village Excision",Excision,"GAZ NO.38,VOL.27",Ojo,Oto-Awori,0.0,1994/10/27,,0.0,
4344,LWPolyline,0,7,Continuous,0.0,25,,3093.74431848,496533.326704,IMUDE Village,Excision,GAZ  NO. 9  VOL.  29,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4348,LWPolyline,PLOT,7,Continuous,0.0,25,,142.423606623,1297.56351531,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4349,LWPolyline,PLOT,7,Continuous,0.0,25,,129.999984643,999.999519033,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4350,LWPolyline,PLOT,7,Continuous,0.0,25,,130.000012766,1000.00008148,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4351,LWPolyline,PLOT,7,Continuous,0.0,25,,144.07109435,1327.49995118,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4352,LWPolyline,PLOT,7,Continuous,0.0,25,,161.232653448,1341.49321204,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4353,LWPolyline,PLOT,7,Continuous,0.0,25,,159.692259909,1323.39385301,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4354,LWPolyline,PLOT,7,Continuous,0.0,25,,158.151844745,1305.29370203,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4355,LWPolyline,PLOT,7,Continuous,0.0,25,,156.611451203,1287.19433204,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4356,LWPolyline,PLOT,7,Continuous,0.0,25,,155.07103604,1269.09419194,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4357,LWPolyline,PLOT,7,Continuous,0.0,25,,153.530642498,1250.99481112,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4358,LWPolyline,PLOT,7,Continuous,0.0,25,,151.990141681,1232.89219273,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4359,LWPolyline,PLOT,7,Continuous,0.0,25,,150.449861914,1214.79550626,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4360,LWPolyline,PLOT,7,Continuous,0.0,25,,148.909446752,1196.69538783,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4361,LWPolyline,PLOT,7,Continuous,0.0,25,,147.368939736,1178.59339463,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4362,LWPolyline,PLOT,7,Continuous,0.0,25,,145.828716485,1160.49718026,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4363,LWPolyline,PLOT,7,Continuous,0.0,25,,161.183041273,1341.50244428,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4364,LWPolyline,PLOT,7,Continuous,0.0,25,,159.642930692,1323.40619281,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4365,LWPolyline,PLOT,7,Continuous,0.0,25,,158.103024621,1305.3136126,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4366,LWPolyline,PLOT,7,Continuous,0.0,25,,156.562942159,1287.21631411,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4367,LWPolyline,PLOT,7,Continuous,0.0,25,,155.022923022,1269.12084892,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4368,LWPolyline,PLOT,7,Continuous,0.0,25,,153.482925506,1251.02614311,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4369,LWPolyline,PLOT,7,Continuous,0.0,25,,151.942906365,1232.93068869,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4370,LWPolyline,PLOT,7,Continuous,0.0,25,,150.402908852,1214.8359721,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4371,LWPolyline,PLOT,7,Continuous,0.0,25,,148.863002781,1196.74319568,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4372,LWPolyline,PLOT,7,Continuous,0.0,25,,147.322750023,1178.64294334,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4373,LWPolyline,PLOT,7,Continuous,0.0,25,,145.782731292,1160.54862097,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4376,LWPolyline,PLOT,7,Continuous,0.0,25,,128.00003134,960.000328906,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4377,LWPolyline,PLOT,7,Continuous,0.0,25,,128.00003134,960.000328906,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4378,LWPolyline,PLOT,7,Continuous,0.0,25,,128.000031342,960.000328934,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4379,LWPolyline,PLOT,7,Continuous,0.0,25,,127.999946395,959.999422058,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4380,LWPolyline,PLOT,7,Continuous,0.0,25,,127.999946393,959.999422041,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4381,LWPolyline,PLOT,7,Continuous,0.0,25,,128.00003134,960.000328906,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4382,LWPolyline,PLOT,7,Continuous,0.0,25,,128.000031342,960.000328934,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4383,LWPolyline,PLOT,7,Continuous,0.0,25,,128.00003134,960.000328906,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4384,LWPolyline,PLOT,7,Continuous,0.0,25,,137.071035192,1187.49922855,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4385,LWPolyline,PLOT,7,Continuous,0.0,25,,122.426588083,848.528623915,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4386,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400484356,848.003491281,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4387,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400484352,848.003491202,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4388,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400484352,848.003491202,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4389,LWPolyline,PLOT,7,Continuous,0.0,25,,122.40039945,848.002728422,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4390,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400399446,848.002728343,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4391,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400484355,848.003491248,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4392,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400371018,848.001362837,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4393,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400569028,848.005321514,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4394,LWPolyline,PLOT,7,Continuous,0.0,25,,129.52263568,1036.13632059,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4395,LWPolyline,PLOT,7,Continuous,0.0,25,,129.462028574,1035.50562033,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4396,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400484352,848.003491202,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4397,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400484356,848.003491281,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4398,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400371015,848.00136279,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4399,LWPolyline,PLOT,7,Continuous,0.0,25,,122.40056903,848.00532156,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4400,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400286112,848.000599978,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4401,LWPolyline,PLOT,7,Continuous,0.0,25,,122.400484121,848.00455865,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4402,LWPolyline,PLOT,7,Continuous,0.0,25,,152.656869731,1307.02409954,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4403,LWPolyline,PLOT,7,Continuous,0.0,25,,192.426867397,2177.94090258,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4404,LWPolyline,PLOT,7,Continuous,0.0,25,,128.000116285,960.002140298,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4405,LWPolyline,PLOT,7,Continuous,0.0,25,,127.99983333,959.997273224,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4406,LWPolyline,PLOT,7,Continuous,0.0,25,,128.000031342,960.001233472,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4407,LWPolyline,PLOT,7,Continuous,0.0,25,,127.999918272,959.998180045,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4408,LWPolyline,PLOT,7,Continuous,0.0,25,,128.000116285,960.002140298,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4409,LWPolyline,PLOT,7,Continuous,0.0,25,,137.071026955,1187.49922857,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4410,LWPolyline,PLOT,7,Continuous,0.0,25,,133.57104526,1117.49906087,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4411,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030795,899.999765448,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4412,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030793,900.000290049,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4413,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030795,900.000290064,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4414,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030794,900.000290069,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4415,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000115739,900.002112006,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4416,LWPolyline,PLOT,7,Continuous,0.0,25,,124.999917727,899.998151748,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4417,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000115738,900.002111986,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4418,LWPolyline,PLOT,7,Continuous,0.0,25,,124.999917726,899.998151732,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4419,LWPolyline,PLOT,7,Continuous,0.0,25,,125.00011574,900.002112022,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4420,LWPolyline,PLOT,7,Continuous,0.0,25,,124.999917726,899.998151732,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4421,LWPolyline,PLOT,7,Continuous,0.0,25,,125.00011574,900.002112001,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4422,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030794,900.000290069,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4423,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030794,900.000290069,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4424,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030793,900.000290049,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4425,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030793,900.000290049,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4426,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030796,900.000290084,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4428,LWPolyline,PLOT,7,Continuous,0.0,25,,133.571053494,1117.49969984,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4429,LWPolyline,PLOT,7,Continuous,0.0,25,,124.999917728,899.998151769,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4430,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000115738,900.002111986,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4431,LWPolyline,PLOT,7,Continuous,0.0,25,,124.999917724,899.998151706,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4432,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000115738,900.002111986,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4433,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030794,900.000290069,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4434,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030794,900.000290069,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4435,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030795,900.000290064,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4436,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030793,900.000290049,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4437,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030794,900.000290069,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4438,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030794,900.000290069,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4439,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030793,900.000290049,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4440,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030795,900.000290064,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4441,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030794,900.000290069,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4442,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000030794,900.000290069,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4443,LWPolyline,PLOT,7,Continuous,0.0,25,,125.000115738,900.002111986,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4444,LWPolyline,PLOT,7,Continuous,0.0,25,,124.999917724,899.998151706,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
4445,LWPolyline,PLOT,7,Continuous,0.0,25,,133.571158326,1117.50146671,,,,Ojo,Oto-Awori,0.0,1996/03/28,,0.0,
